OrderID,OrderDate,Year,Month,CustomerID,Gender,AgeGroup,Region,Country,CustomerType,Product,Category,UnitsPurchased,UnitPrice,Revenue,Discount,Profit,PaymentMethod,Revenue,Profit,UnitsPurchased,,,
51413,2023-10-30,2023,October,CUST1297,Female,26-35,South,Germany,Loyal,Backpack,Fashion,2,9060,18120,1437,4899,Net Banking,18120,4899,2,,,
51414,2023-03-26,2023,March,CUST1340,Male,36-45,South,India,Loyal,Smartphone,Electronics,1,49726,49726,409,13256,UPI,49726,13256,1,,,
51415,2022-01-27,2022,January,CUST1372,Female,46-60,West,India,Loyal,Shoes,Electronics,3,58968,176904,1135,52433,Net Banking,176904,52433,3,,,
51416,2023-05-20,2023,May,CUST1050,Male,36-45,South,India,Loyal,Smartwatch,Fashion,4,31969,127876,1354,25800,PayPal,127876,25800,4,,,
51417,2023-12-29,2023,December,CUST1423,Male,36-45,North,Canada,Returning,Headphones,Home,3,2540,7620,2029,756,Debit Card,7620,756,3,,,
51418,2024-02-19,2024,February,CUST1299,Male,18-25,West,Australia,New,Backpack,Accessories,5,19399,96995,409,25200,PayPal,96995,25200,5,,,
51419,2023-01-21,2023,January,CUST1493,Female,18-25,West,UK,New,Backpack,Accessories,1,19988,19988,300,5757,PayPal,19988,5757,1,,,
51420,2023-03-16,2023,March,CUST1165,Female,46-60,West,Canada,Loyal,Headphones,Accessories,4,43419,173676,1199,44094,Debit Card,173676,44094,4,,,
51421,2024-08-27,2024,August,CUST1357,Female,26-35,South,Germany,Returning,T-shirt,Fashion,5,35785,178925,3485,36112,PayPal,178925,36112,5,,,
51422,2022-02-13,2022,February,CUST1406,Female,36-45,North,Canada,Loyal,Laptop,Accessories,5,51561,257805,1480,45814,PayPal,257805,45814,5,,,
51423,2022-11-20,2022,November,CUST1019,Female,46-60,West,India,Returning,Headphones,Fashion,2,45252,90504,1536,23162,UPI,90504,23162,2,,,
51424,2023-11-20,2023,November,CUST1423,Female,36-45,East,USA,Returning,T-shirt,Fashion,4,29288,117152,460,30972,PayPal,117152,30972,4,,,
51425,2023-01-19,2023,January,CUST1369,Male,18-25,North,UK,Loyal,Shoes,Accessories,5,47899,239495,2391,56246,Credit Card,239495,56246,5,,,
51426,2022-01-14,2022,January,CUST1491,Female,18-25,South,UK,Returning,Shoes,Accessories,3,3090,9270,255,1373,PayPal,9270,1373,3,,,
51427,2023-09-04,2023,September,CUST1427,Male,26-35,South,UK,New,Smartphone,Accessories,5,39449,197245,1085,30289,Net Banking,197245,30289,5,,,
51428,2023-02-11,2023,February,CUST1420,Male,36-45,South,UK,New,Tablet,Fashion,1,29361,29361,2164,6711,Debit Card,29361,6711,1,,,
51429,2023-07-27,2023,July,CUST1244,Male,18-25,East,India,New,Coffee Maker,Home,5,57086,285430,271,47735,Credit Card,285430,47735,5,,,
51430,2022-04-11,2022,April,CUST1214,Female,46-60,East,Australia,Returning,Smartphone,Fashion,2,37861,75722,2359,13445,Net Banking,75722,13445,2,,,
51431,2024-04-01,2024,April,CUST1204,Female,46-60,West,USA,Returning,Smartwatch,Accessories,1,55072,55072,2113,7884,PayPal,55072,7884,1,,,
51432,2022-11-23,2022,November,CUST1102,Female,26-35,South,UK,New,Backpack,Accessories,1,12999,12999,2106,3001,Credit Card,12999,3001,1,,,
51433,2024-01-08,2024,January,CUST1102,Female,36-45,East,UK,Loyal,Smartphone,Accessories,2,15416,30832,3538,4005,UPI,30832,4005,2,,,
51434,2023-09-10,2023,September,CUST1175,Female,18-25,East,India,Loyal,Laptop,Electronics,2,15669,31338,1999,5783,UPI,31338,5783,2,,,
51435,2022-06-06,2022,June,CUST1377,Male,36-45,East,UK,Returning,T-shirt,Fashion,2,37223,74446,1764,19140,Debit Card,74446,19140,2,,,
51436,2023-02-26,2023,February,CUST1233,Male,46-60,South,Canada,Returning,Headphones,Electronics,4,1303,5212,368,711,Net Banking,5212,711,4,,,
51437,2024-05-31,2024,May,CUST1441,Female,18-25,South,UK,Returning,Headphones,Home,1,7589,7589,2278,1203,Net Banking,7589,1203,1,,,
51438,2023-12-01,2023,December,CUST1077,Female,36-45,South,UK,Loyal,Smartphone,Electronics,1,18038,18038,2673,3072,Net Banking,18038,3072,1,,,
51439,2023-12-19,2023,December,CUST1363,Female,26-35,North,Canada,New,Backpack,Fashion,3,1835,5505,3700,439,Debit Card,5505,439,3,,,
51440,2023-01-10,2023,January,CUST1179,Male,46-60,West,UK,Returning,Headphones,Fashion,5,8612,43060,722,6918,Debit Card,43060,6918,5,,,
51441,2023-09-17,2023,September,CUST1252,Male,46-60,East,UK,Loyal,Tablet,Fashion,4,10568,42272,1839,10615,Debit Card,42272,10615,4,,,
51442,2022-06-29,2022,June,CUST1390,Female,36-45,East,Canada,Returning,Shoes,Electronics,4,40323,161292,3031,35686,PayPal,161292,35686,4,,,
51443,2022-02-14,2022,February,CUST1077,Female,46-60,East,USA,New,Headphones,Accessories,5,33864,169320,3447,46703,Net Banking,169320,46703,5,,,
51444,2022-09-02,2022,September,CUST1312,Female,26-35,West,Canada,New,T-shirt,Home,1,53915,53915,1726,5989,Net Banking,53915,5989,1,,,
51445,2022-01-07,2022,January,CUST1165,Male,26-35,South,India,New,T-shirt,Fashion,5,6621,33105,1721,7401,Net Banking,33105,7401,5,,,
51446,2022-08-05,2022,August,CUST1016,Female,46-60,West,UK,Loyal,Coffee Maker,Electronics,5,11334,56670,2943,13780,Credit Card,56670,13780,5,,,
51447,2022-07-17,2022,July,CUST1161,Female,26-35,East,Germany,Loyal,Backpack,Fashion,3,48850,146550,3336,22087,Net Banking,146550,22087,3,,,
51448,2022-07-26,2022,July,CUST1434,Male,26-35,South,Canada,Returning,Tablet,Accessories,5,41205,206025,682,60452,Net Banking,206025,60452,5,,,
51449,2022-05-29,2022,May,CUST1425,Male,18-25,East,USA,New,Headphones,Accessories,1,9906,9906,1726,2160,PayPal,9906,2160,1,,,
51450,2022-01-25,2022,January,CUST1011,Female,46-60,West,Canada,Returning,Headphones,Home,5,4747,23735,580,4278,Net Banking,23735,4278,5,,,
51451,2022-04-06,2022,April,CUST1298,Female,26-35,East,Canada,Loyal,Laptop,Accessories,5,554,2770,2810,-11,UPI,2770,-11,5,,,
51452,2023-10-23,2023,October,CUST1335,Male,18-25,East,India,Returning,Smartwatch,Accessories,2,39592,79184,1519,19390,Debit Card,79184,19390,2,,,
51453,2024-04-12,2024,April,CUST1116,Male,18-25,North,Canada,Returning,Backpack,Home,2,19708,39416,808,5413,UPI,39416,5413,2,,,
51454,2023-12-01,2023,December,CUST1464,Male,26-35,East,USA,Loyal,Laptop,Accessories,3,570,1710,3334,-473,Debit Card,1710,-473,3,,,
51455,2022-04-02,2022,April,CUST1168,Male,26-35,East,Germany,Loyal,Headphones,Electronics,5,48979,244895,2957,25208,Credit Card,244895,25208,5,,,
51456,2024-03-06,2024,March,CUST1007,Female,26-35,North,UK,Returning,Smartwatch,Accessories,2,54582,109164,2345,23497,Net Banking,109164,23497,2,,,
51457,2024-09-04,2024,September,CUST1450,Male,36-45,West,Canada,Returning,Backpack,Home,2,15464,30928,1114,5569,Credit Card,30928,5569,2,,,
51458,2022-07-28,2022,July,CUST1196,Female,26-35,North,India,New,Laptop,Electronics,2,50526,101052,1986,20806,UPI,101052,20806,2,,,
51459,2023-03-20,2023,March,CUST1289,Female,26-35,West,Canada,Loyal,Smartwatch,Accessories,3,50668,152004,2870,23072,Credit Card,152004,23072,3,,,
51460,2024-07-15,2024,July,CUST1028,Female,46-60,East,India,Loyal,Shoes,Home,5,7433,37165,3630,5797,UPI,37165,5797,5,,,
51461,2022-12-02,2022,December,CUST1350,Male,26-35,North,Australia,Returning,Tablet,Home,5,21542,107710,2900,27195,PayPal,107710,27195,5,,,
51462,2024-07-24,2024,July,CUST1043,Female,26-35,North,India,Loyal,Headphones,Electronics,4,49197,196788,1553,35635,UPI,196788,35635,4,,,
51463,2022-12-03,2022,December,CUST1435,Male,36-45,West,UK,Loyal,Coffee Maker,Home,4,4260,17040,2828,2428,Credit Card,17040,2428,4,,,
51464,2023-03-23,2023,March,CUST1007,Female,36-45,East,Canada,New,Laptop,Home,4,48420,193680,2566,48489,Credit Card,193680,48489,4,,,
51465,2024-04-22,2024,April,CUST1223,Female,18-25,North,USA,Loyal,T-shirt,Fashion,1,19152,19152,63,3025,PayPal,19152,3025,1,,,
51466,2023-03-12,2023,March,CUST1148,Male,46-60,South,Australia,Loyal,T-shirt,Electronics,1,27399,27399,3652,4454,Net Banking,27399,4454,1,,,
51467,2024-04-15,2024,April,CUST1447,Male,26-35,East,USA,New,Smartphone,Electronics,4,47841,191364,3570,44955,UPI,191364,44955,4,,,
51468,2022-05-19,2022,May,CUST1017,Female,18-25,West,UK,Loyal,Backpack,Accessories,1,57824,57824,2526,11452,UPI,57824,11452,1,,,
51469,2024-01-21,2024,January,CUST1445,Male,46-60,West,Australia,Loyal,T-shirt,Accessories,5,38034,190170,659,22420,Debit Card,190170,22420,5,,,
51470,2023-07-05,2023,July,CUST1291,Male,36-45,West,India,New,Tablet,Accessories,2,20392,40784,416,10230,UPI,40784,10230,2,,,
51471,2023-11-21,2023,November,CUST1296,Male,46-60,North,Canada,New,Backpack,Accessories,3,11805,35415,1716,6995,Credit Card,35415,6995,3,,,
51472,2023-02-10,2023,February,CUST1369,Male,18-25,South,India,Loyal,Coffee Maker,Electronics,5,49810,249050,2178,64034,Net Banking,249050,64034,5,,,
51473,2023-07-09,2023,July,CUST1426,Female,18-25,West,India,Loyal,Backpack,Home,2,12715,25430,426,4356,Debit Card,25430,4356,2,,,
51474,2022-12-12,2022,December,CUST1231,Female,26-35,North,UK,Loyal,Headphones,Electronics,1,41569,41569,2956,10740,PayPal,41569,10740,1,,,
51475,2023-06-07,2023,June,CUST1157,Female,18-25,East,UK,New,Coffee Maker,Accessories,5,25309,126545,555,15072,Credit Card,126545,15072,5,,,
51476,2022-12-07,2022,December,CUST1193,Female,26-35,South,India,Returning,Smartphone,Home,4,34824,139296,2568,27338,PayPal,139296,27338,4,,,
51477,2023-02-14,2023,February,CUST1147,Male,18-25,South,UK,Loyal,Coffee Maker,Accessories,1,40397,40397,3027,8347,PayPal,40397,8347,1,,,
51478,2023-08-28,2023,August,CUST1041,Female,36-45,East,India,Returning,Backpack,Accessories,4,41634,166536,589,19974,UPI,166536,19974,4,,,
51479,2023-06-27,2023,June,CUST1383,Male,46-60,South,Canada,Returning,Smartphone,Electronics,2,54109,108218,2889,26326,Net Banking,108218,26326,2,,,
51480,2022-01-07,2022,January,CUST1049,Male,18-25,West,Australia,Loyal,Shoes,Accessories,5,2370,11850,2019,1601,Credit Card,11850,1601,5,,,
51481,2023-11-18,2023,November,CUST1115,Female,18-25,South,USA,Loyal,Tablet,Accessories,1,58157,58157,3051,12903,Credit Card,58157,12903,1,,,
51482,2023-01-02,2023,January,CUST1032,Female,36-45,North,India,New,Headphones,Fashion,1,33879,33879,421,3347,UPI,33879,3347,1,,,
51483,2022-02-15,2022,February,CUST1446,Male,36-45,East,USA,New,Tablet,Accessories,1,35166,35166,256,5904,Debit Card,35166,5904,1,,,
51484,2023-12-10,2023,December,CUST1006,Male,36-45,West,USA,New,Smartphone,Fashion,2,50749,101498,169,21765,PayPal,101498,21765,2,,,
51485,2022-04-11,2022,April,CUST1033,Female,46-60,South,India,Loyal,Backpack,Electronics,4,3192,12768,3979,1230,Net Banking,12768,1230,4,,,
51486,2024-05-14,2024,May,CUST1425,Female,18-25,West,Australia,New,Coffee Maker,Electronics,1,38479,38479,2579,9848,Credit Card,38479,9848,1,,,
51487,2023-10-16,2023,October,CUST1152,Male,18-25,North,USA,Loyal,Smartwatch,Accessories,5,25769,128845,183,25213,PayPal,128845,25213,5,,,
51488,2024-02-04,2024,February,CUST1243,Female,36-45,South,Canada,Loyal,Smartphone,Fashion,2,53035,106070,3661,16876,PayPal,106070,16876,2,,,
51489,2022-02-24,2022,February,CUST1120,Female,18-25,West,Canada,Returning,Tablet,Fashion,1,19215,19215,2677,2622,PayPal,19215,2622,1,,,
51490,2024-01-22,2024,January,CUST1085,Male,46-60,North,India,New,Backpack,Home,4,40010,160040,3379,22596,Debit Card,160040,22596,4,,,
51491,2022-07-04,2022,July,CUST1424,Male,46-60,West,Germany,New,Headphones,Fashion,3,11361,34083,1273,3339,PayPal,34083,3339,3,,,
51492,2024-02-17,2024,February,CUST1250,Male,46-60,South,UK,New,Shoes,Fashion,2,18185,36370,1473,5151,PayPal,36370,5151,2,,,
51493,2022-08-18,2022,August,CUST1245,Female,46-60,South,Canada,New,Smartwatch,Fashion,5,52223,261115,705,72641,Credit Card,261115,72641,5,,,
51494,2022-06-17,2022,June,CUST1024,Female,18-25,North,Canada,Returning,Shoes,Fashion,5,2813,14065,2802,2566,Credit Card,14065,2566,5,,,
51495,2023-08-16,2023,August,CUST1211,Male,46-60,North,Canada,Loyal,Coffee Maker,Fashion,1,55748,55748,3783,14259,Credit Card,55748,14259,1,,,
51496,2023-11-05,2023,November,CUST1235,Female,18-25,West,Australia,Loyal,Smartwatch,Accessories,3,57604,172812,3791,39502,Net Banking,172812,39502,3,,,
51497,2023-06-11,2023,June,CUST1264,Male,36-45,South,USA,Returning,Laptop,Home,5,6004,30020,3344,5345,Debit Card,30020,5345,5,,,
51498,2024-02-03,2024,February,CUST1384,Female,18-25,West,Australia,Returning,Shoes,Fashion,3,4148,12444,1703,1916,PayPal,12444,1916,3,,,
51499,2022-08-07,2022,August,CUST1217,Female,46-60,North,USA,Loyal,Headphones,Electronics,3,13232,39696,257,6576,Credit Card,39696,6576,3,,,
51500,2024-04-22,2024,April,CUST1053,Female,18-25,North,USA,New,Headphones,Accessories,4,56164,224656,2954,58445,Credit Card,224656,58445,4,,,
51501,2022-07-27,2022,July,CUST1313,Male,26-35,West,Canada,Loyal,Smartphone,Home,4,20549,82196,212,20612,Credit Card,82196,20612,4,,,
51502,2023-07-11,2023,July,CUST1343,Female,26-35,West,USA,Returning,Smartwatch,Fashion,5,15733,78665,2064,18917,UPI,78665,18917,5,,,
51503,2024-04-15,2024,April,CUST1194,Male,36-45,North,UK,New,Tablet,Accessories,4,35798,143192,3014,17355,UPI,143192,17355,4,,,
51504,2023-10-11,2023,October,CUST1209,Male,26-35,South,India,New,Smartwatch,Fashion,2,11142,22284,783,6195,Net Banking,22284,6195,2,,,
51505,2022-04-23,2022,April,CUST1487,Male,18-25,North,UK,New,Shoes,Electronics,4,59397,237588,1538,39117,Debit Card,237588,39117,4,,,
51506,2024-02-28,2024,February,CUST1072,Female,26-35,West,Canada,Returning,Smartphone,Fashion,1,10010,10010,1766,1468,Net Banking,10010,1468,1,,,
51507,2022-03-20,2022,March,CUST1084,Female,18-25,South,Canada,Loyal,Tablet,Fashion,2,5621,11242,3333,1136,Debit Card,11242,1136,2,,,
51508,2022-12-27,2022,December,CUST1008,Male,18-25,North,Australia,Returning,Backpack,Fashion,3,16128,48384,3227,5272,UPI,48384,5272,3,,,
51509,2024-08-07,2024,August,CUST1151,Female,26-35,North,India,Returning,Headphones,Home,4,7940,31760,3527,7190,PayPal,31760,7190,4,,,
51510,2022-03-28,2022,March,CUST1134,Male,26-35,East,USA,New,T-shirt,Accessories,1,40966,40966,2388,3895,Net Banking,40966,3895,1,,,
51511,2022-08-27,2022,August,CUST1454,Male,36-45,South,UK,Returning,Coffee Maker,Accessories,2,33299,66598,3119,16433,PayPal,66598,16433,2,,,
51512,2024-04-18,2024,April,CUST1179,Female,46-60,South,UK,Returning,Headphones,Accessories,1,51569,51569,3619,9379,Net Banking,51569,9379,1,,,
51513,2023-06-17,2023,June,CUST1355,Male,46-60,West,UK,Loyal,Shoes,Fashion,5,45537,227685,976,23302,Credit Card,227685,23302,5,,,
51514,2023-10-05,2023,October,CUST1183,Male,46-60,South,Germany,Loyal,Tablet,Home,4,22221,88884,265,11271,Debit Card,88884,11271,4,,,
51515,2023-03-31,2023,March,CUST1179,Male,18-25,West,Germany,New,Headphones,Fashion,2,27700,55400,333,9447,Net Banking,55400,9447,2,,,
51516,2024-07-14,2024,July,CUST1403,Male,18-25,North,India,Loyal,Smartphone,Home,5,38988,194940,1515,55139,Credit Card,194940,55139,5,,,
51517,2023-01-21,2023,January,CUST1093,Male,26-35,East,USA,Loyal,Coffee Maker,Electronics,2,31817,63634,252,16650,UPI,63634,16650,2,,,
51518,2024-09-11,2024,September,CUST1238,Male,36-45,South,USA,Loyal,Smartphone,Home,1,40436,40436,3791,6184,Debit Card,40436,6184,1,,,
51519,2024-05-07,2024,May,CUST1084,Female,18-25,South,UK,Loyal,Smartwatch,Home,4,40310,161240,818,47425,Debit Card,161240,47425,4,,,
51520,2023-10-03,2023,October,CUST1219,Female,46-60,North,Australia,New,Smartphone,Accessories,2,26800,53600,94,8210,UPI,53600,8210,2,,,
51521,2022-12-29,2022,December,CUST1415,Male,18-25,West,UK,Loyal,Smartphone,Accessories,2,43298,86596,2386,19487,PayPal,86596,19487,2,,,
51522,2022-08-29,2022,August,CUST1260,Female,26-35,North,Germany,New,Tablet,Electronics,2,17808,35616,1712,4843,PayPal,35616,4843,2,,,
51523,2022-10-21,2022,October,CUST1301,Female,26-35,South,Germany,New,T-shirt,Accessories,1,28892,28892,2921,7328,Credit Card,28892,7328,1,,,
51524,2022-07-11,2022,July,CUST1179,Male,46-60,North,Australia,Returning,Coffee Maker,Electronics,1,8435,8435,1956,1660,UPI,8435,1660,1,,,
51525,2023-06-28,2023,June,CUST1275,Male,26-35,East,Canada,Returning,Headphones,Home,2,49497,98994,3222,13262,Net Banking,98994,13262,2,,,
51526,2022-10-29,2022,October,CUST1100,Male,46-60,North,USA,Loyal,Smartwatch,Electronics,1,38795,38795,2076,9543,UPI,38795,9543,1,,,
51527,2022-03-29,2022,March,CUST1460,Male,46-60,North,USA,New,Backpack,Home,5,14956,74780,1792,9895,Debit Card,74780,9895,5,,,
51528,2023-02-26,2023,February,CUST1036,Female,36-45,West,India,Loyal,Shoes,Electronics,2,15085,30170,2296,7910,UPI,30170,7910,2,,,
51529,2024-02-07,2024,February,CUST1201,Female,18-25,East,India,New,Smartwatch,Electronics,5,38244,191220,3887,46453,UPI,191220,46453,5,,,
51530,2024-07-02,2024,July,CUST1307,Male,18-25,South,Canada,Returning,Laptop,Electronics,1,25479,25479,312,4958,UPI,25479,4958,1,,,
51531,2024-09-18,2024,September,CUST1113,Female,46-60,North,India,Loyal,Headphones,Electronics,1,43506,43506,2429,10653,PayPal,43506,10653,1,,,
51532,2023-03-05,2023,March,CUST1399,Male,46-60,East,USA,Returning,Headphones,Home,5,33750,168750,3254,27749,Credit Card,168750,27749,5,,,
51533,2024-08-20,2024,August,CUST1027,Female,18-25,East,Germany,New,Smartwatch,Electronics,2,21900,43800,2938,9544,Debit Card,43800,9544,2,,,
51534,2022-03-01,2022,March,CUST1365,Male,46-60,North,Germany,New,Tablet,Home,2,34689,69378,2750,6976,PayPal,69378,6976,2,,,
51535,2024-04-24,2024,April,CUST1196,Female,26-35,South,USA,Loyal,Coffee Maker,Accessories,4,51067,204268,377,30018,UPI,204268,30018,4,,,
51536,2022-09-05,2022,September,CUST1196,Female,18-25,North,USA,Returning,Smartphone,Home,5,31380,156900,3156,16439,Net Banking,156900,16439,5,,,
51537,2024-03-21,2024,March,CUST1133,Female,26-35,South,Germany,New,Backpack,Fashion,3,28338,85014,2646,13710,PayPal,85014,13710,3,,,
51538,2024-06-22,2024,June,CUST1326,Female,46-60,East,Canada,New,Laptop,Home,5,21516,107580,2694,27050,Net Banking,107580,27050,5,,,
51539,2022-06-09,2022,June,CUST1287,Male,46-60,East,USA,New,Headphones,Home,5,19987,99935,2885,17058,Credit Card,99935,17058,5,,,
51540,2024-07-12,2024,July,CUST1085,Male,18-25,North,UK,Loyal,Coffee Maker,Accessories,2,21054,42108,2608,10663,Debit Card,42108,10663,2,,,
51541,2024-05-27,2024,May,CUST1187,Female,18-25,South,Germany,New,Smartphone,Accessories,3,12050,36150,1952,9026,Credit Card,36150,9026,3,,,
51542,2022-05-17,2022,May,CUST1021,Female,18-25,West,Australia,New,Tablet,Home,4,29145,116580,965,14015,Net Banking,116580,14015,4,,,
51543,2022-08-19,2022,August,CUST1209,Male,26-35,North,USA,Loyal,Headphones,Electronics,1,5809,5809,3333,462,PayPal,5809,462,1,,,
51544,2022-05-10,2022,May,CUST1257,Female,46-60,North,Australia,New,T-shirt,Electronics,4,2115,8460,2485,956,Debit Card,8460,956,4,,,
51545,2022-07-26,2022,July,CUST1352,Male,36-45,West,Canada,Loyal,Headphones,Home,3,16306,48918,3668,6183,PayPal,48918,6183,3,,,
51546,2023-09-20,2023,September,CUST1456,Female,36-45,East,USA,Returning,Smartphone,Accessories,3,15371,46113,2011,6606,PayPal,46113,6606,3,,,
51547,2022-06-05,2022,June,CUST1198,Male,26-35,South,Germany,New,Shoes,Electronics,1,2841,2841,3082,-35,Debit Card,2841,-35,1,,,
51548,2023-05-07,2023,May,CUST1157,Female,18-25,North,USA,New,Backpack,Fashion,3,36484,109452,3364,16513,Debit Card,109452,16513,3,,,
51549,2023-07-06,2023,July,CUST1267,Male,26-35,North,Australia,Loyal,Backpack,Accessories,5,4629,23145,2282,5508,Debit Card,23145,5508,5,,,
51550,2023-04-19,2023,April,CUST1200,Female,26-35,East,Australia,Returning,Backpack,Electronics,2,37434,74868,1162,12458,PayPal,74868,12458,2,,,
51551,2023-01-31,2023,January,CUST1054,Female,46-60,East,Australia,Returning,Shoes,Home,3,13758,41274,2815,3857,Credit Card,41274,3857,3,,,
51552,2022-11-26,2022,November,CUST1335,Female,18-25,North,Canada,Returning,Smartphone,Electronics,3,3758,11274,1871,2671,Credit Card,11274,2671,3,,,
51553,2023-09-15,2023,September,CUST1175,Female,36-45,North,Germany,Returning,Coffee Maker,Electronics,2,59012,118024,126,33736,UPI,118024,33736,2,,,
51554,2024-06-24,2024,June,CUST1093,Male,36-45,East,Germany,Loyal,Tablet,Fashion,3,23104,69312,3301,13007,PayPal,69312,13007,3,,,
51555,2024-01-27,2024,January,CUST1413,Female,18-25,East,USA,New,Backpack,Home,2,33483,66966,777,18753,Net Banking,66966,18753,2,,,
51556,2023-04-29,2023,April,CUST1254,Female,18-25,East,USA,Loyal,Coffee Maker,Accessories,2,55055,110110,1981,18546,UPI,110110,18546,2,,,
51557,2022-03-28,2022,March,CUST1298,Female,18-25,North,India,Returning,Backpack,Home,1,5608,5608,382,1457,UPI,5608,1457,1,,,
51558,2024-09-03,2024,September,CUST1248,Female,36-45,North,UK,Returning,Headphones,Home,5,11055,55275,331,10659,Debit Card,55275,10659,5,,,
51559,2022-06-05,2022,June,CUST1166,Female,46-60,East,Germany,Loyal,T-shirt,Electronics,4,48006,192024,2555,49161,UPI,192024,49161,4,,,
51560,2022-03-26,2022,March,CUST1198,Male,36-45,North,India,Returning,Coffee Maker,Electronics,2,29399,58798,3857,11502,Credit Card,58798,11502,2,,,
51561,2024-03-21,2024,March,CUST1488,Male,26-35,West,UK,Returning,Coffee Maker,Electronics,4,2984,11936,2198,2844,PayPal,11936,2844,4,,,
51562,2022-08-17,2022,August,CUST1112,Female,26-35,South,Canada,Returning,Backpack,Accessories,2,17286,34572,121,6855,Net Banking,34572,6855,2,,,
51563,2022-09-06,2022,September,CUST1208,Female,26-35,South,Canada,New,Shoes,Fashion,4,25074,100296,1979,13858,Net Banking,100296,13858,4,,,
51564,2023-05-23,2023,May,CUST1494,Female,26-35,East,Australia,Returning,Smartphone,Accessories,1,36060,36060,3888,6168,Credit Card,36060,6168,1,,,
51565,2023-05-03,2023,May,CUST1197,Male,36-45,West,India,Returning,Headphones,Electronics,5,13551,67755,2701,16291,Debit Card,67755,16291,5,,,
51566,2022-10-29,2022,October,CUST1348,Female,26-35,West,Australia,Returning,Tablet,Accessories,2,58493,116986,1748,11680,Credit Card,116986,11680,2,,,
51567,2022-06-04,2022,June,CUST1260,Female,46-60,North,Canada,New,Coffee Maker,Accessories,4,40993,163972,411,33244,Credit Card,163972,33244,4,,,
51568,2024-05-07,2024,May,CUST1442,Female,36-45,East,Germany,New,Shoes,Accessories,5,20210,101050,696,27927,PayPal,101050,27927,5,,,
51569,2024-09-08,2024,September,CUST1347,Female,26-35,South,Canada,Returning,Smartphone,Fashion,5,50523,252615,3125,71100,Debit Card,252615,71100,5,,,
51570,2022-05-17,2022,May,CUST1241,Female,36-45,East,USA,Returning,T-shirt,Home,3,28960,86880,71,21760,UPI,86880,21760,3,,,
51571,2023-03-18,2023,March,CUST1379,Female,46-60,East,UK,Loyal,Smartphone,Electronics,5,20557,102785,2551,24888,Debit Card,102785,24888,5,,,
51572,2023-06-24,2023,June,CUST1441,Female,46-60,South,Germany,Loyal,Smartwatch,Accessories,5,23990,119950,808,18558,Net Banking,119950,18558,5,,,
51573,2023-09-09,2023,September,CUST1484,Female,36-45,West,UK,New,Tablet,Fashion,5,29066,145330,3632,36690,PayPal,145330,36690,5,,,
51574,2023-01-25,2023,January,CUST1426,Male,18-25,South,Canada,Returning,Coffee Maker,Electronics,2,46210,92420,2109,20422,Credit Card,92420,20422,2,,,
51575,2023-06-07,2023,June,CUST1151,Female,46-60,East,USA,New,Smartwatch,Home,2,15968,31936,60,8802,PayPal,31936,8802,2,,,
51576,2024-03-04,2024,March,CUST1144,Female,26-35,East,UK,Returning,Coffee Maker,Accessories,2,13471,26942,1177,2877,Net Banking,26942,2877,2,,,
51577,2024-05-16,2024,May,CUST1317,Male,26-35,South,India,Loyal,Smartwatch,Home,1,28203,28203,1214,7447,PayPal,28203,7447,1,,,
51578,2024-06-18,2024,June,CUST1323,Female,36-45,West,UK,Returning,Smartphone,Home,5,25488,127440,449,15053,Credit Card,127440,15053,5,,,
51579,2022-04-03,2022,April,CUST1166,Male,18-25,West,USA,Returning,Smartphone,Home,5,41497,207485,1963,24705,Credit Card,207485,24705,5,,,
51580,2024-08-26,2024,August,CUST1359,Male,46-60,West,USA,New,Backpack,Accessories,1,1182,1182,3370,-429,Net Banking,1182,-429,1,,,
51581,2023-01-25,2023,January,CUST1027,Female,26-35,South,Germany,Loyal,Smartwatch,Fashion,1,25018,25018,3291,5668,PayPal,25018,5668,1,,,
51582,2022-08-26,2022,August,CUST1033,Male,26-35,East,India,New,Smartphone,Electronics,5,5079,25395,1643,6355,PayPal,25395,6355,5,,,
51583,2023-12-13,2023,December,CUST1331,Female,18-25,North,Australia,New,Smartwatch,Home,3,42534,127602,2895,16267,Net Banking,127602,16267,3,,,
51584,2024-04-06,2024,April,CUST1433,Male,46-60,West,Canada,Returning,T-shirt,Fashion,3,43985,131955,1885,35684,PayPal,131955,35684,3,,,
51585,2023-12-03,2023,December,CUST1005,Female,18-25,West,USA,New,Backpack,Fashion,5,37356,186780,3375,33507,Debit Card,186780,33507,5,,,
51586,2024-04-18,2024,April,CUST1143,Female,46-60,West,USA,Loyal,Shoes,Fashion,3,15227,45681,2269,8311,Net Banking,45681,8311,3,,,
51587,2023-04-14,2023,April,CUST1424,Male,36-45,West,India,Returning,Coffee Maker,Electronics,3,37289,111867,3516,28163,PayPal,111867,28163,3,,,
51588,2022-01-12,2022,January,CUST1491,Female,36-45,East,Canada,Loyal,Backpack,Electronics,2,10299,20598,3348,3607,Net Banking,20598,3607,2,,,
51589,2024-09-15,2024,September,CUST1459,Male,36-45,North,India,Loyal,Laptop,Accessories,3,28384,85152,3885,14534,UPI,85152,14534,3,,,
51590,2024-05-15,2024,May,CUST1349,Female,46-60,North,UK,New,Smartphone,Accessories,5,22383,111915,2841,32711,PayPal,111915,32711,5,,,
51591,2024-06-03,2024,June,CUST1092,Female,46-60,West,UK,New,Smartwatch,Home,2,3068,6136,1470,1095,Credit Card,6136,1095,2,,,
